County,Month,maize_price_per_kg,price_lag1,price_lag2,price_pct_change
Nairobi,2016-07,30.766111111111112,29.89,30.81,0.029311178023121887
Nairobi,2016-08,29.96,30.766111111111112,29.89,-0.026201267628523484
Nairobi,2016-09,31.36611111111111,29.96,30.766111111111112,0.04693294763388223
Nairobi,2016-10,32.17,31.36611111111111,29.96,0.02562921766237447
Nairobi,2016-11,32.0,32.17,31.36611111111111,-0.005284426484302163
Nairobi,2016-12,31.144444444444446,32.0,32.17,-0.02673611111111107
Nairobi,2017-01,32.83,31.144444444444446,32.0,0.05412058508740625
Nairobi,2017-02,41.468333333333334,32.83,31.144444444444446,0.2631231597116459
Nairobi,2017-03,44.16166666666667,41.468333333333334,32.83,0.06494915799204226
Nairobi,2017-04,45.0,44.16166666666667,41.468333333333334,0.018983281126165208
Nairobi,2017-05,49.2,45.0,44.16166666666667,0.09333333333333349
Nairobi,2017-06,54.75555555555556,49.2,45.0,0.11291779584462525
Nairobi,2017-07,51.025,54.75555555555556,49.2,-0.06813108766233777
Nairobi,2017-08,43.10111111111111,51.025,54.75555555555556,-0.15529424574010564
Nairobi,2017-09,42.4,43.10111111111111,51.025,-0.016266659792219862
Nairobi,2017-10,37.74,42.4,43.10111111111111,-0.10990566037735838
Nairobi,2017-11,39.94,37.74,42.4,0.05829358770535231
Nairobi,2017-12,37.126555555555555,39.94,37.74,-0.07044177377176875
Nairobi,2018-01,37.80166666666667,37.126555555555555,39.94,0.018184049153196824
Nairobi,2018-02,35.15222222222222,37.80166666666667,37.126555555555555,-0.07008803256764118
Nairobi,2018-03,32.97,35.15222222222222,37.80166666666667,-0.06207921105035241
Nairobi,2018-04,32.97,32.97,35.15222222222222,0.0
Nairobi,2018-05,32.64,32.97,32.97,-0.010009099181073622
Nairobi,2018-06,31.05166666666667,32.64,32.97,-0.048662173202614345
Nairobi,2018-07,29.539444444444445,31.05166666666667,32.64,-0.04870019501547607
Nairobi,2018-08,28.072222222222223,29.539444444444445,31.05166666666667,-0.04966993285813692
Nairobi,2018-09,25.1,28.072222222222223,29.539444444444445,-0.10587769641796951
Nairobi,2018-10,22.19611111111111,25.1,28.072222222222223,-0.115692784417884
Nairobi,2018-11,22.395555555555553,22.19611111111111,25.1,0.008985558030685903
Nairobi,2018-12,24.46,22.395555555555553,22.19611111111111,0.09218098829132781
Nairobi,2019-01,26.310555555555556,24.46,22.395555555555553,0.07565640047242672
Nairobi,2019-02,27.08,26.310555555555556,24.46,0.029244705335838894
Nairobi,2019-03,25.995555555555555,27.08,26.310555555555556,-0.040045954373871595
Nairobi,2019-04,31.3,25.995555555555555,27.08,0.20405197469652947
Nairobi,2019-05,36.88666666666667,31.3,25.995555555555555,0.1784877529286475
Nairobi,2019-06,33.47916666666667,36.88666666666667,31.3,-0.09237755286463034
Nairobi,2019-07,45.045,33.47916666666667,36.88666666666667,0.3454635967641566
Nairobi,2019-08,39.58416666666667,45.045,33.47916666666667,-0.12123062123062123
Nairobi,2019-09,40.19722222222222,39.58416666666667,45.045,0.015487393247861414
Nairobi,2019-10,41.26,40.19722222222222,39.58416666666667,0.02643908506668513
Nairobi,2019-11,39.87166666666667,41.26,40.19722222222222,-0.033648408466634194
Nairobi,2019-12,39.05888888888889,39.87166666666667,41.26,-0.020384845824799158
Nairobi,2020-01,37.28611111111111,39.05888888888889,39.87166666666667,-0.04538730691548365
Nairobi,2020-02,37.01444444444444,37.28611111111111,39.05888888888889,-0.007286001638977968
Nairobi,2020-03,31.1525,37.01444444444444,37.28611111111111,-0.15836910515414404
Nairobi,2020-04,34.66,31.1525,37.01444444444444,0.11259128480860281
Nairobi,2020-05,34.66,34.66,31.1525,0.0
Nairobi,2020-06,34.66,34.66,34.66,0.0
Nairobi,2020-07,31.96,34.66,34.66,-0.07789959607616836
Nairobi,2020-08,42.455,31.96,34.66,0.3283792240300374
Nairobi,2020-09,33.17,42.455,31.96,-0.21870215522317737
Nairobi,2020-10,33.97,33.17,42.455,0.024118179077479596
Nairobi,2020-11,33.77,33.97,33.17,-0.005887547836326057
Nairobi,2020-12,33.77,33.77,33.97,0.0
Nairobi,2021-01,42.525,33.77,33.77,0.2592537755404203
Nairobi,2021-02,43.086666666666666,42.525,33.77,0.013207916911620599
Nairobi,2021-03,45.4075,43.086666666666666,42.525,0.053864304502553084
Nairobi,2021-04,42.76333333333334,45.4075,43.086666666666666,-0.05823193672117288
Nairobi,2021-05,45.7,42.76333333333334,45.4075,0.06867253877932789
Nairobi,2021-06,46.449999999999996,45.7,42.76333333333334,0.01641137855579844
Nairobi,2021-07,45.75,46.449999999999996,45.7,-0.015069967707211918
Nairobi,2021-08,45.95,45.75,46.449999999999996,0.004371584699453646
Nairobi,2021-09,42.74,45.95,45.75,-0.06985854189336238
Nairobi,2021-10,44.446,42.74,45.95,0.03991576977070643
Nairobi,2021-11,45.7175,44.446,42.74,0.02860774872879457
Nairobi,2021-12,51.25,45.7175,44.446,0.12101492863783014
Nairobi,2022-01,53.75,51.25,45.7175,0.04878048780487809
Nairobi,2022-02,40.04,53.75,51.25,-0.2550697674418605
Nairobi,2022-03,25.03,40.04,53.75,-0.37487512487512487
Nairobi,2022-04,25.03,25.03,40.04,0.0
Nairobi,2022-05,25.03,25.03,25.03,0.0
Nairobi,2022-06,25.03,25.03,25.03,0.0
Nairobi,2022-07,25.03,25.03,25.03,0.0
Nairobi,2022-08,25.03,25.03,25.03,0.0
Nairobi,2022-09,25.03,25.03,25.03,0.0
Nairobi,2022-10,25.03,25.03,25.03,0.0
Nairobi,2022-11,25.03,25.03,25.03,0.0
Nairobi,2022-12,25.03,25.03,25.03,0.0
Nairobi,2023-01,25.03,25.03,25.03,0.0
Nairobi,2023-02,25.03,25.03,25.03,0.0
Nairobi,2023-03,25.03,25.03,25.03,0.0
Nairobi,2023-04,25.03,25.03,25.03,0.0
Nairobi,2023-05,25.03,25.03,25.03,0.0
Nairobi,2023-06,25.03,25.03,25.03,0.0
Nairobi,2023-07,25.03,25.03,25.03,0.0
Nairobi,2023-08,25.03,25.03,25.03,0.0
Nairobi,2023-09,25.03,25.03,25.03,0.0
Nairobi,2023-10,25.03,25.03,25.03,0.0
Nairobi,2023-11,25.03,25.03,25.03,0.0
Nairobi,2023-12,25.03,25.03,25.03,0.0
Nairobi,2024-01,25.03,25.03,25.03,0.0
Nairobi,2024-02,25.03,25.03,25.03,0.0
Nairobi,2024-03,25.03,25.03,25.03,0.0
Nairobi,2024-04,25.03,25.03,25.03,0.0
Nairobi,2024-05,25.03,25.03,25.03,0.0
Nairobi,2024-06,25.03,25.03,25.03,0.0
Nairobi,2024-07,25.03,25.03,25.03,0.0
Nairobi,2024-08,25.03,25.03,25.03,0.0
Nairobi,2024-09,25.03,25.03,25.03,0.0
Nairobi,2024-10,25.03,25.03,25.03,0.0
Nairobi,2024-11,25.03,25.03,25.03,0.0
Nairobi,2024-12,25.03,25.03,25.03,0.0
Nairobi,2025-01,25.03,25.03,25.03,0.0
Nairobi,2025-02,25.03,25.03,25.03,0.0
Nairobi,2025-03,25.03,25.03,25.03,0.0
Nairobi,2025-04,25.03,25.03,25.03,0.0
Nairobi,2025-05,25.03,25.03,25.03,0.0
Nairobi,2025-06,25.03,25.03,25.03,0.0
Nairobi,2025-07,25.03,25.03,25.03,0.0
Nairobi,2025-08,25.03,25.03,25.03,0.0
Nairobi,2025-09,25.03,25.03,25.03,0.0
Nairobi,2025-10,25.03,25.03,25.03,0.0
Nairobi,2025-11,25.03,25.03,25.03,0.0
Nakuru,2015-01,23.165,0.0,0.0,0.0
Nakuru,2015-02,23.165,23.165,0.0,0.0
Nakuru,2015-03,23.333333333333332,23.165,23.165,0.007266709835239915
Nakuru,2015-04,28.29,23.333333333333332,23.165,0.2124285714285714
Nakuru,2015-05,27.77777777777778,28.29,23.333333333333332,-0.01810612309021631
Nakuru,2015-06,29.444444444444443,27.77777777777778,28.29,0.05999999999999983
Nakuru,2015-07,29.77777777777778,29.444444444444443,27.77777777777778,0.01132075471698113
Nakuru,2015-08,28.334444444444443,29.77777777777778,29.444444444444443,-0.04847014925373139
Nakuru,2015-09,25.755000000000003,28.334444444444443,29.77777777777778,-0.09103564566095435
Nakuru,2015-10,26.677777777777777,25.755000000000003,28.334444444444443,0.035829073103388565
Nakuru,2015-11,24.54,26.677777777777777,25.755000000000003,-0.08013327780091628
Nakuru,2015-12,24.54,24.54,26.677777777777777,0.0
Nakuru,2016-01,24.54,24.54,24.54,0.0
Nakuru,2016-02,26.662777777777777,24.54,24.54,0.08650276193063489
Nakuru,2016-03,25.49277777777778,26.662777777777777,24.54,-0.043881399370741536
Nakuru,2016-04,25.67,25.49277777777778,26.662777777777777,0.006951860003922672
Nakuru,2016-05,27.29277777777778,25.67,25.49277777777778,0.0632168982383241
Nakuru,2016-06,26.666666666666668,27.29277777777778,25.67,-0.022940541860891117
Nakuru,2016-07,29.11111111111111,26.666666666666668,27.29277777777778,0.09166666666666656
Nakuru,2016-08,30.666666666666668,29.11111111111111,26.666666666666668,0.05343511450381677
Nakuru,2016-09,29.41,30.666666666666668,29.11111111111111,-0.04097826086956524
Nakuru,2016-10,27.0,29.41,30.666666666666668,-0.0819449166950017
Nakuru,2016-11,27.003888888888888,27.0,29.41,0.000144032921810755
Nakuru,2016-12,29.81,27.003888888888888,27.0,0.10391507396054056
Nakuru,2017-01,29.11111111111111,29.81,27.003888888888888,-0.023444779902344504
Nakuru,2017-02,35.18277777777778,29.11111111111111,29.81,0.2085687022900764
Nakuru,2017-03,46.55,35.18277777777778,29.11111111111111,0.3230905272466009
Nakuru,2017-04,45.79,46.55,35.18277777777778,-0.01632653061224487
Nakuru,2017-05,45.79,45.79,46.55,0.0
Nakuru,2017-06,45.79,45.79,45.79,0.0
Nakuru,2017-07,34.06,45.79,45.79,-0.2561694693164446
Nakuru,2017-08,31.39,34.06,45.79,-0.07839107457428074
Nakuru,2017-09,31.39,31.39,34.06,0.0
Nakuru,2017-10,29.079444444444444,31.39,31.39,-0.073608013875615
Nakuru,2017-11,27.595,29.079444444444444,31.39,-0.051047895611638694
Nakuru,2017-12,27.595,27.595,29.079444444444444,0.0
Nakuru,2018-01,27.333333333333332,27.595,27.595,-0.00948239415353025
Nakuru,2018-02,27.36888888888889,27.333333333333332,27.595,0.0013008130081302305
Nakuru,2018-03,27.77777777777778,27.36888888888889,27.333333333333332,0.014939915556998917
Nakuru,2018-04,26.03388888888889,27.77777777777778,27.36888888888889,-0.06278000000000006
Nakuru,2018-05,25.11888888888889,26.03388888888889,27.77777777777778,-0.035146497087130024
Nakuru,2018-06,25.11888888888889,25.11888888888889,26.03388888888889,0.0
Nakuru,2018-07,22.666666666666664,25.11888888888889,25.11888888888889,-0.09762462953952333
Nakuru,2018-08,21.77777777777778,22.666666666666664,25.11888888888889,-0.039215686274509665
Nakuru,2018-09,15.98,21.77777777777778,22.666666666666664,-0.2662244897959184
Nakuru,2018-10,13.772222222222222,15.98,21.77777777777778,-0.1381588096231401
Nakuru,2018-11,13.772222222222222,13.772222222222222,15.98,0.0
Nakuru,2018-12,17.65,13.772222222222222,13.772222222222222,0.2815651472367888
Nakuru,2019-01,17.65,17.65,13.772222222222222,0.0
Nakuru,2019-02,17.48611111111111,17.65,17.65,-0.009285489455461038
Nakuru,2019-03,20.533333333333335,17.48611111111111,17.65,0.17426528991262913
Nakuru,2019-04,28.61111111111111,20.533333333333335,17.48611111111111,0.3933982683982682
Nakuru,2019-05,32.666666666666664,28.61111111111111,20.533333333333335,0.14174757281553396
Nakuru,2019-06,30.0,32.666666666666664,28.61111111111111,-0.08163265306122447
Nakuru,2019-07,36.34,30.0,32.666666666666664,0.21133333333333337
Nakuru,2019-08,40.870000000000005,36.34,30.0,0.12465602641717122
Nakuru,2019-09,33.28277777777778,40.870000000000005,36.34,-0.18564282413071254
Nakuru,2019-10,30.805555555555557,33.28277777777778,40.870000000000005,-0.07442955148642116
Nakuru,2019-11,30.805555555555557,30.805555555555557,33.28277777777778,0.0
Nakuru,2019-12,31.11111111111111,30.805555555555557,30.805555555555557,0.009918845807033394
Nakuru,2020-01,31.11111111111111,31.11111111111111,30.805555555555557,0.0
Nakuru,2020-02,31.11111111111111,31.11111111111111,31.11111111111111,0.0
Nakuru,2020-03,30.987666666666666,31.11111111111111,31.11111111111111,-0.00396785714285719
Nakuru,2020-04,37.55,30.987666666666666,31.11111111111111,0.21177242558867504
Nakuru,2020-05,37.55,37.55,30.987666666666666,0.0
Nakuru,2020-06,37.55,37.55,37.55,0.0
Nakuru,2020-07,37.55,37.55,37.55,0.0
Nakuru,2020-08,32.24,37.55,37.55,-0.1414114513981357
Nakuru,2020-09,32.24,32.24,37.55,0.0
Nakuru,2020-10,28.52,32.24,32.24,-0.11538461538461542
Nakuru,2020-11,25.42,28.52,32.24,-0.10869565217391297
Nakuru,2020-12,25.42,25.42,28.52,0.0
Nakuru,2021-01,25.42,25.42,25.42,0.0
Nakuru,2021-02,25.42,25.42,25.42,0.0
Nakuru,2021-03,27.62,25.42,25.42,0.08654602675058998
Nakuru,2021-04,28.93,27.62,25.42,0.047429398986241766
Nakuru,2021-05,30.09,28.93,27.62,0.04009678534393357
Nakuru,2021-06,30.09,30.09,28.93,0.0
Nakuru,2021-07,30.0,30.09,30.09,-0.0029910269192422456
Nakuru,2021-08,30.0,30.0,30.09,0.0
Nakuru,2021-09,29.88,30.0,30.0,-0.0040000000000000036
Nakuru,2021-10,29.88,29.88,30.0,0.0
Nakuru,2021-11,29.88,29.88,29.88,0.0
Nakuru,2021-12,29.88,29.88,29.88,0.0
Nakuru,2022-01,29.88,29.88,29.88,0.0
Nakuru,2022-02,29.88,29.88,29.88,0.0
Nakuru,2022-03,29.88,29.88,29.88,0.0
Nakuru,2022-04,29.88,29.88,29.88,0.0
Nakuru,2022-05,29.88,29.88,29.88,0.0
Nakuru,2022-06,29.88,29.88,29.88,0.0
Nakuru,2022-07,29.88,29.88,29.88,0.0
Nakuru,2022-08,29.88,29.88,29.88,0.0
Nakuru,2022-09,29.88,29.88,29.88,0.0
Nakuru,2022-10,29.88,29.88,29.88,0.0
Nakuru,2022-11,29.88,29.88,29.88,0.0
Nakuru,2022-12,29.88,29.88,29.88,0.0
Nakuru,2023-01,29.88,29.88,29.88,0.0
Nakuru,2023-02,29.88,29.88,29.88,0.0
Nakuru,2023-03,29.88,29.88,29.88,0.0
Nakuru,2023-04,29.88,29.88,29.88,0.0
Nakuru,2023-05,29.88,29.88,29.88,0.0
Nakuru,2023-06,29.88,29.88,29.88,0.0
Nakuru,2023-07,29.88,29.88,29.88,0.0
Nakuru,2023-08,29.88,29.88,29.88,0.0
Nakuru,2023-09,29.88,29.88,29.88,0.0
Nakuru,2023-10,29.88,29.88,29.88,0.0
Nakuru,2023-11,29.88,29.88,29.88,0.0
Nakuru,2023-12,29.88,29.88,29.88,0.0
Nakuru,2024-01,29.88,29.88,29.88,0.0
Nakuru,2024-02,29.88,29.88,29.88,0.0
Nakuru,2024-03,29.88,29.88,29.88,0.0
Nakuru,2024-04,29.88,29.88,29.88,0.0
Nakuru,2024-05,29.88,29.88,29.88,0.0
Nakuru,2024-06,29.88,29.88,29.88,0.0
Nakuru,2024-07,29.88,29.88,29.88,0.0
Nakuru,2024-08,29.88,29.88,29.88,0.0
Nakuru,2024-09,29.88,29.88,29.88,0.0
Nakuru,2024-10,29.88,29.88,29.88,0.0
Nakuru,2024-11,29.88,29.88,29.88,0.0
Nakuru,2024-12,29.88,29.88,29.88,0.0
Nakuru,2025-01,29.88,29.88,29.88,0.0
Nakuru,2025-02,29.88,29.88,29.88,0.0
Nakuru,2025-03,29.88,29.88,29.88,0.0
Nakuru,2025-04,29.88,29.88,29.88,0.0
Nakuru,2025-05,29.88,29.88,29.88,0.0
Nakuru,2025-06,29.88,29.88,29.88,0.0
Nakuru,2025-07,29.88,29.88,29.88,0.0
Nakuru,2025-08,29.88,29.88,29.88,0.0
Nakuru,2025-09,29.88,29.88,29.88,0.0
Nakuru,2025-10,29.88,29.88,29.88,0.0
Nakuru,2025-11,29.88,29.88,29.88,0.0
Tana River,2015-01,35.0,0.0,0.0,0.0
Tana River,2015-02,35.0,35.0,0.0,0.0
Tana River,2015-03,35.0,35.0,35.0,0.0
Tana River,2015-04,31.0,35.0,35.0,-0.11428571428571432
Tana River,2015-05,38.0,31.0,35.0,0.22580645161290325
Tana River,2015-06,36.0,38.0,31.0,-0.052631578947368474
Tana River,2015-07,42.0,36.0,38.0,0.16666666666666674
Tana River,2015-08,41.0,42.0,36.0,-0.023809523809523836
Tana River,2015-09,39.25,41.0,42.0,-0.04268292682926833
Tana River,2015-10,31.25,39.25,41.0,-0.20382165605095537
Tana River,2015-11,44.47,31.25,39.25,0.42303999999999986
Tana River,2015-12,42.5,44.47,31.25,-0.044299527771531344
Tana River,2016-01,42.5,42.5,44.47,0.0
Tana River,2016-02,39.38,42.5,42.5,-0.07341176470588229
Tana River,2016-03,38.35,39.38,42.5,-0.026155408836973093
Tana River,2016-04,38.35,38.35,39.38,0.0
Tana River,2016-05,41.67,38.35,38.35,0.08657105606258142
Tana River,2016-06,41.67,41.67,38.35,0.0
Tana River,2016-07,41.67,41.67,41.67,0.0
Tana River,2016-08,53.45,41.67,41.67,0.28269738420926327
Tana River,2016-09,53.45,53.45,41.67,0.0
Tana River,2016-10,53.45,53.45,53.45,0.0
Tana River,2016-11,50.0,53.45,53.45,-0.06454630495790459
Tana River,2016-12,50.0,50.0,53.45,0.0
Tana River,2017-01,50.0,50.0,50.0,0.0
Tana River,2017-02,54.5,50.0,50.0,0.09000000000000008
Tana River,2017-03,54.5,54.5,50.0,0.0
Tana River,2017-04,56.1,54.5,54.5,0.029357798165137616
Tana River,2017-05,60.0,56.1,54.5,0.06951871657754016
Tana River,2017-06,60.0,60.0,56.1,0.0
Tana River,2017-07,65.0,60.0,60.0,0.08333333333333326
Tana River,2017-08,55.9,65.0,60.0,-0.14
Tana River,2017-09,64.0,55.9,65.0,0.14490161001788904
Tana River,2017-10,60.0,64.0,55.9,-0.0625
Tana River,2017-11,50.83,60.0,64.0,-0.15283333333333338
Tana River,2017-12,45.0,50.83,60.0,-0.11469604564233715
Tana River,2018-01,55.0,45.0,50.83,0.22222222222222232
Tana River,2018-02,55.0,55.0,45.0,0.0
Tana River,2018-03,58.0,55.0,55.0,0.05454545454545445
Tana River,2018-04,50.0,58.0,55.0,-0.13793103448275867
Tana River,2018-05,50.0,50.0,58.0,0.0
Tana River,2018-06,57.0,50.0,50.0,0.1399999999999999
Tana River,2018-07,57.0,57.0,50.0,0.0
Tana River,2018-08,48.0,57.0,57.0,-0.1578947368421053
Tana River,2018-09,42.0,48.0,57.0,-0.125
Tana River,2018-10,55.3,42.0,48.0,0.31666666666666665
Tana River,2018-11,55.3,55.3,42.0,0.0
Tana River,2018-12,42.0,55.3,55.3,-0.240506329113924
Tana River,2019-01,63.0,42.0,55.3,0.5
Tana River,2019-02,63.0,63.0,42.0,0.0
Tana River,2019-03,54.0,63.0,63.0,-0.1428571428571429
Tana River,2019-04,51.0,54.0,63.0,-0.05555555555555558
Tana River,2019-05,50.0,51.0,54.0,-0.019607843137254943
Tana River,2019-06,58.0,50.0,51.0,0.15999999999999992
Tana River,2019-07,59.3,58.0,50.0,0.022413793103448265
Tana River,2019-08,56.8,59.3,58.0,-0.042158516020236125
Tana River,2019-09,52.2,56.8,59.3,-0.08098591549295764
Tana River,2019-10,52.2,52.2,56.8,0.0
Tana River,2019-11,58.0,52.2,52.2,0.11111111111111116
Tana River,2019-12,58.0,58.0,52.2,0.0
Tana River,2020-01,58.0,58.0,58.0,0.0
Tana River,2020-02,58.0,58.0,58.0,0.0
Tana River,2020-03,58.0,58.0,58.0,0.0
Tana River,2020-04,68.0,58.0,58.0,0.17241379310344818
Tana River,2020-05,66.0,68.0,58.0,-0.02941176470588236
Tana River,2020-06,57.0,66.0,68.0,-0.13636363636363635
Tana River,2020-07,57.0,57.0,66.0,0.0
Tana River,2020-08,57.0,57.0,57.0,0.0
Tana River,2020-09,57.0,57.0,57.0,0.0
Tana River,2020-10,53.0,57.0,57.0,-0.07017543859649122
Tana River,2020-11,45.9,53.0,57.0,-0.13396226415094348
Tana River,2020-12,45.0,45.9,53.0,-0.019607843137254832
Tana River,2021-01,45.0,45.0,45.9,0.0
Tana River,2021-02,45.0,45.0,45.0,0.0
Tana River,2021-03,45.0,45.0,45.0,0.0
Tana River,2021-04,45.0,45.0,45.0,0.0
Tana River,2021-05,45.0,45.0,45.0,0.0
Tana River,2021-06,45.0,45.0,45.0,0.0
Tana River,2021-07,45.0,45.0,45.0,0.0
Tana River,2021-08,45.0,45.0,45.0,0.0
Tana River,2021-09,45.0,45.0,45.0,0.0
Tana River,2021-10,45.0,45.0,45.0,0.0
Tana River,2021-11,45.0,45.0,45.0,0.0
Tana River,2021-12,45.0,45.0,45.0,0.0
Tana River,2022-01,45.0,45.0,45.0,0.0
Tana River,2022-02,45.0,45.0,45.0,0.0
Tana River,2022-03,45.0,45.0,45.0,0.0
Tana River,2022-04,45.0,45.0,45.0,0.0
Tana River,2022-05,45.0,45.0,45.0,0.0
Tana River,2022-06,45.0,45.0,45.0,0.0
Tana River,2022-07,45.0,45.0,45.0,0.0
Tana River,2022-08,45.0,45.0,45.0,0.0
Tana River,2022-09,45.0,45.0,45.0,0.0
Tana River,2022-10,45.0,45.0,45.0,0.0
Tana River,2022-11,45.0,45.0,45.0,0.0
Tana River,2022-12,45.0,45.0,45.0,0.0
Tana River,2023-01,45.0,45.0,45.0,0.0
Tana River,2023-02,45.0,45.0,45.0,0.0
Tana River,2023-03,45.0,45.0,45.0,0.0
Tana River,2023-04,45.0,45.0,45.0,0.0
Tana River,2023-05,45.0,45.0,45.0,0.0
Tana River,2023-06,45.0,45.0,45.0,0.0
Tana River,2023-07,45.0,45.0,45.0,0.0
Tana River,2023-08,45.0,45.0,45.0,0.0
Tana River,2023-09,45.0,45.0,45.0,0.0
Tana River,2023-10,45.0,45.0,45.0,0.0
Tana River,2023-11,45.0,45.0,45.0,0.0
Tana River,2023-12,45.0,45.0,45.0,0.0
Tana River,2024-01,45.0,45.0,45.0,0.0
Tana River,2024-02,45.0,45.0,45.0,0.0
Tana River,2024-03,45.0,45.0,45.0,0.0
Tana River,2024-04,45.0,45.0,45.0,0.0
Tana River,2024-05,45.0,45.0,45.0,0.0
Tana River,2024-06,45.0,45.0,45.0,0.0
Tana River,2024-07,45.0,45.0,45.0,0.0
Tana River,2024-08,45.0,45.0,45.0,0.0
Tana River,2024-09,45.0,45.0,45.0,0.0
Tana River,2024-10,45.0,45.0,45.0,0.0
Tana River,2024-11,45.0,45.0,45.0,0.0
Tana River,2024-12,45.0,45.0,45.0,0.0
Tana River,2025-01,45.0,45.0,45.0,0.0
Tana River,2025-02,45.0,45.0,45.0,0.0
Tana River,2025-03,45.0,45.0,45.0,0.0
Tana River,2025-04,45.0,45.0,45.0,0.0
Tana River,2025-05,45.0,45.0,45.0,0.0
Tana River,2025-06,45.0,45.0,45.0,0.0
Tana River,2025-07,45.0,45.0,45.0,0.0
Tana River,2025-08,45.0,45.0,45.0,0.0
Tana River,2025-09,45.0,45.0,45.0,0.0
Tana River,2025-10,45.0,45.0,45.0,0.0
Tana River,2025-11,45.0,45.0,45.0,0.0
Turkana,2015-01,74.0,0.0,0.0,0.0
Turkana,2015-02,74.0,74.0,0.0,0.0
Turkana,2015-03,70.0,74.0,74.0,-0.05405405405405406
Turkana,2015-04,70.0,70.0,74.0,0.0
Turkana,2015-05,70.0,70.0,70.0,0.0
Turkana,2015-06,73.0,70.0,70.0,0.04285714285714293
Turkana,2015-07,75.0,73.0,70.0,0.027397260273972712
Turkana,2015-08,82.0,75.0,73.0,0.09333333333333327
Turkana,2015-09,76.0,82.0,75.0,-0.07317073170731703
Turkana,2015-10,79.0,76.0,82.0,0.03947368421052633
Turkana,2015-11,79.0,79.0,76.0,0.0
